id,edad,genero,tipo_ocupacion,tipo_vivienda,nivel_ahorro,saldo_categoria,saldo_cuenta_cop,monto_credito_cop,plazo_meses,proposito_credito,estado_pago_previo,riesgo
1389,39.0,F,informal,arrendada,bajo,bajo,80000.0,6383000.0,48.0,libre_inversion,al_dia,bueno
1390,33.0,M,informal,propia,medio,bajo,55000.0,6707000.0,12.0,negocio,sin_creditos_previos,bueno
1391,65.0,M,formal_calificado,propia,bajo,alto,1002000.0,1847000.0,24.0,negocio,mora_severa,bueno
1392,30.0,M,informal,propia,medio,bajo,235000.0,3414000.0,42.0,electrodomesticos,mora_severa,malo
1393,27.0,F,informal,arrendada,bajo,bajo,207000.0,4991000.0,12.0,negocio,mora_severa,malo
1394,29.0,F,formal_no_calificado,familiar,bajo,alto,1989000.0,2374000.0,33.0,libre_inversion,al_dia,bueno
1395,44.0,M,formal_calificado,propia,bajo,alto,1229000.0,6174000.0,9.0,libre_inversion,al_dia,bueno
1396,35.0,F,formal_no_calificado,familiar,medio,medio,844000.0,10778000.0,45.0,vehiculo,mora_severa,malo
1397,33.0,F,informal,propia,medio,bajo,103000.0,987000.0,12.0,remodelacion,mora_leve,bueno
1398,31.0,F,alta_calificacion,propia,bajo,sin_cuenta,0.0,3690000.0,12.0,otros,sin_creditos_previos,malo
1399,33.0,M,informal,arrendada,bajo,bajo,72000.0,12535000.0,12.0,vehiculo,al_dia,bueno
1400,30.0,F,,familiar,bajo,medio,486000.0,3205000.0,30.0,libre_inversion,al_dia,bueno
1401,40.0,F,formal_no_calificado,arrendada,bajo,alto,926000.0,2192000.0,18.0,libre_inversion,mora_severa,bueno
1402,32.0,F,alta_calificacion,arrendada,bajo,sin_cuenta,0.0,3406000.0,21.0,vehiculo,mora_severa,bueno
1403,29.0,F,alta_calificacion,arrendada,medio,sin_cuenta,0.0,4560000.0,15.0,remodelacion,mora_leve,malo
1404,43.0,F,informal,familiar,medio,medio,773000.0,1887000.0,21.0,electrodomesticos,al_dia,bueno
1405,27.0,M,formal_calificado,familiar,alto,medio,843000.0,3588000.0,42.0,negocio,al_dia,bueno
1406,35.0,F,informal,arrendada,bajo,medio,376000.0,8737000.0,12.0,libre_inversion,mora_severa,bueno
1407,23.0,M,informal,arrendada,medio,sin_cuenta,0.0,5804000.0,72.0,electrodomesticos,al_dia,bueno
1408,25.0,F,informal,arrendada,alto,medio,1192000.0,2887000.0,18.0,libre_inversion,mora_severa,bueno
1409,31.0,F,formal_no_calificado,familiar,bajo,bajo,328000.0,10838000.0,15.0,remodelacion,sin_creditos_previos,malo
1410,30.0,F,informal,arrendada,medio,bajo,212000.0,4606000.0,12.0,educacion,mora_severa,malo
1411,30.0,F,formal_no_calificado,propia,bajo,sin_cuenta,0.0,2808000.0,27.0,electrodomesticos,mora_severa,bueno
1412,41.0,M,alta_calificacion,familiar,bajo,sin_cuenta,0.0,8088000.0,24.0,vehiculo,mora_severa,bueno
1413,42.0,M,formal_calificado,arrendada,muy_alto,bajo,112000.0,2680000.0,12.0,libre_inversion,al_dia,bueno
1414,36.0,F,informal,arrendada,bajo,sin_cuenta,0.0,4006000.0,36.0,otros,mora_severa,malo
1415,27.0,M,formal_no_calificado,arrendada,alto,bajo,332000.0,4169000.0,27.0,electrodomesticos,al_dia,bueno
1416,33.0,M,informal,propia,alto,sin_cuenta,,13319000.0,36.0,educacion,al_dia,bueno
1417,55.0,F,informal,arrendada,alto,bajo,177000.0,3664000.0,39.0,libre_inversion,al_dia,malo
1418,63.0,M,alta_calificacion,propia,medio,alto,2752000.0,5062000.0,12.0,libre_inversion,mora_severa,bueno
1419,43.0,M,alta_calificacion,familiar,medio,medio,653000.0,1552000.0,39.0,electrodomesticos,sin_creditos_previos,bueno
1420,27.0,M,informal,arrendada,bajo,sin_cuenta,0.0,4140000.0,30.0,electrodomesticos,al_dia,bueno
1421,33.0,F,informal,familiar,bajo,medio,503000.0,20056000.0,27.0,vehiculo,al_dia,bueno
1422,36.0,M,informal,propia,alto,sin_cuenta,0.0,6763000.0,18.0,vehiculo,mora_severa,bueno
1423,34.0,F,formal_no_calificado,familiar,bajo,bajo,197000.0,6252000.0,39.0,vehiculo,al_dia,bueno
1424,44.0,M,informal,propia,bajo,sin_cuenta,,,42.0,vehiculo,al_dia,bueno
1425,40.0,M,informal,propia,muy_alto,alto,2156000.0,5599000.0,27.0,libre_inversion,al_dia,bueno
1426,27.0,M,informal,familiar,bajo,sin_cuenta,0.0,5153000.0,27.0,remodelacion,al_dia,bueno
1427,29.0,M,informal,arrendada,alto,medio,1432000.0,5441000.0,57.0,educacion,al_dia,malo
1428,43.0,F,formal_calificado,familiar,bajo,medio,191000.0,8280000.0,6.0,vehiculo,al_dia,bueno
1429,48.0,M,formal_calificado,arrendada,bajo,bajo,87000.0,2868000.0,42.0,otros,al_dia,bueno
1430,36.0,M,formal_no_calificado,propia,medio,medio,313000.0,5814000.0,21.0,otros,al_dia,bueno
1431,52.0,M,informal,arrendada,bajo,bajo,65956.0,3156000.0,45.0,electrodomesticos,al_dia,malo
1432,35.0,M,formal_calificado,familiar,medio,medio,850000.0,5900000.0,15.0,educacion,sin_creditos_previos,bueno
1433,28.0,M,informal,arrendada,bajo,medio,865000.0,4799000.0,27.0,electrodomesticos,al_dia,malo
1434,39.0,M,formal_calificado,arrendada,bajo,sin_cuenta,0.0,1474000.0,27.0,libre_inversion,mora_severa,bueno
1435,73.0,F,informal,propia,alto,sin_cuenta,0.0,4278000.0,30.0,libre_inversion,al_dia,bueno
1436,26.0,M,alta_calificacion,arrendada,bajo,medio,1477000.0,2985000.0,21.0,vehiculo,al_dia,bueno
1437,49.0,F,informal,familiar,bajo,sin_cuenta,0.0,1487000.0,18.0,libre_inversion,mora_severa,malo
1438,39.0,F,,familiar,bajo,alto,3452000.0,6132000.0,30.0,negocio,al_dia,malo
1439,29.0,M,informal,propia,muy_alto,sin_cuenta,0.0,4766000.0,30.0,otros,sin_creditos_previos,bueno
1440,23.0,F,formal_calificado,propia,alto,bajo,63000.0,1203000.0,21.0,electrodomesticos,al_dia,bueno
1441,22.0,F,formal_no_calificado,propia,bajo,bajo,568000.0,3510000.0,27.0,electrodomesticos,sin_creditos_previos,bueno
1442,30.0,F,informal,propia,bajo,bajo,99000.0,3088000.0,48.0,otros,mora_severa,malo
1443,37.0,F,formal_calificado,familiar,muy_alto,alto,1415000.0,4749000.0,24.0,educacion,mora_severa,bueno
1444,42.0,F,informal,arrendada,alto,sin_cuenta,0.0,13897000.0,9.0,libre_inversion,al_dia,bueno
1445,45.0,M,formal_no_calificado,propia,bajo,bajo,169000.0,3261000.0,27.0,otros,al_dia,bueno
1446,36.0,F,informal,arrendada,medio,sin_cuenta,0.0,1350000.0,12.0,electrodomesticos,sin_creditos_previos,bueno
1447,35.0,M,formal_calificado,arrendada,bajo,sin_cuenta,0.0,4099000.0,24.0,libre_inversion,al_dia,bueno
1448,31.0,F,formal_calificado,propia,bajo,sin_cuenta,0.0,4153000.0,33.0,libre_inversion,sin_creditos_previos,bueno
1449,37.0,F,formal_no_calificado,familiar,medio,bajo,214000.0,3649000.0,21.0,educacion,sin_creditos_previos,bueno
1450,29.0,F,formal_calificado,arrendada,medio,bajo,161000.0,4699000.0,33.0,libre_inversion,mora_leve,bueno
1451,26.0,F,alta_calificacion,propia,bajo,sin_cuenta,0.0,6533000.0,33.0,negocio,al_dia,malo
1452,35.0,M,formal_calificado,familiar,alto,alto,2109000.0,2773000.0,39.0,educacion,mora_leve,bueno
1453,41.0,F,informal,propia,bajo,bajo,148000.0,9336000.0,54.0,libre_inversion,mora_severa,malo
1454,25.0,M,formal_no_calificado,familiar,alto,medio,173000.0,19009000.0,45.0,vehiculo,mora_severa,malo
1455,30.0,F,informal,arrendada,bajo,sin_cuenta,0.0,1915000.0,6.0,electrodomesticos,sin_creditos_previos,bueno
1456,34.0,F,formal_no_calificado,familiar,muy_alto,medio,958000.0,4671000.0,18.0,libre_inversion,al_dia,bueno
1457,34.0,M,informal,propia,bajo,sin_cuenta,0.0,850000.0,15.0,electrodomesticos,mora_severa,bueno
1458,39.0,F,formal_calificado,arrendada,bajo,bajo,146000.0,3984000.0,30.0,otros,mora_severa,bueno
1459,54.0,M,formal_no_calificado,familiar,medio,medio,301000.0,8104000.0,21.0,electrodomesticos,mora_severa,bueno
1460,22.0,F,formal_no_calificado,familiar,bajo,medio,752000.0,4065000.0,15.0,electrodomesticos,al_dia,bueno
1461,55.0,F,informal,familiar,bajo,bajo,217000.0,6575000.0,18.0,negocio,al_dia,bueno
1462,53.0,F,informal,propia,medio,medio,576000.0,3401000.0,18.0,otros,al_dia,bueno
1463,42.0,F,formal_calificado,arrendada,bajo,bajo,87000.0,6135000.0,33.0,negocio,al_dia,bueno
1464,36.0,M,formal_no_calificado,arrendada,alto,sin_cuenta,0.0,4355000.0,9.0,libre_inversion,al_dia,bueno
1465,29.0,M,alta_calificacion,propia,bajo,medio,953000.0,6541000.0,15.0,libre_inversion,mora_leve,bueno
1466,42.0,M,formal_no_calificado,arrendada,bajo,alto,3542000.0,2941000.0,,remodelacion,mora_leve,bueno
1467,36.0,M,informal,arrendada,bajo,sin_cuenta,,6970000.0,33.0,libre_inversion,al_dia,malo
1468,32.0,M,formal_calificado,arrendada,,medio,525000.0,2159000.0,35.0,electrodomesticos,mora_severa,bueno
1469,42.0,M,formal_calificado,propia,bajo,medio,,5291000.0,27.0,negocio,mora_severa,bueno
1470,44.0,F,informal,familiar,bajo,bajo,125000.0,2184000.0,30.0,otros,al_dia,malo
1471,21.0,M,formal_calificado,familiar,bajo,bajo,41000.0,7835000.0,24.0,vehiculo,mora_severa,bueno
1472,48.0,F,informal,propia,bajo,sin_cuenta,0.0,7046000.0,27.0,negocio,al_dia,bueno
1473,29.0,F,informal,familiar,medio,sin_cuenta,0.0,3030000.0,9.0,electrodomesticos,al_dia,bueno
1474,46.0,M,informal,familiar,bajo,bajo,53000.0,5907000.0,27.0,remodelacion,sin_creditos_previos,bueno
1475,32.0,F,formal_no_calificado,propia,bajo,medio,,5530000.0,15.0,libre_inversion,mora_severa,bueno
1476,36.0,M,formal_calificado,arrendada,bajo,sin_cuenta,0.0,14002000.0,30.0,libre_inversion,al_dia,bueno
1477,37.0,M,informal,familiar,alto,bajo,75000.0,6604000.0,21.0,educacion,al_dia,bueno
1478,45.0,F,formal_calificado,arrendada,bajo,bajo,272000.0,1223000.0,42.0,electrodomesticos,mora_severa,malo
1479,41.0,M,formal_calificado,propia,muy_alto,sin_cuenta,0.0,3991000.0,24.0,educacion,mora_severa,bueno
1480,31.0,M,informal,arrendada,bajo,medio,571000.0,3644000.0,15.0,libre_inversion,mora_severa,bueno
1481,22.0,F,informal,arrendada,muy_alto,bajo,138000.0,1499000.0,12.0,libre_inversion,al_dia,bueno
1482,38.0,M,informal,arrendada,bajo,bajo,247000.0,5865000.0,15.0,libre_inversion,mora_severa,bueno
1483,35.0,F,informal,propia,bajo,bajo,205000.0,12563842.0,21.0,remodelacion,al_dia,bueno
1484,26.0,F,alta_calificacion,propia,bajo,bajo,190000.0,3706000.0,42.0,remodelacion,al_dia,bueno
1485,36.0,M,formal_calificado,familiar,muy_alto,bajo,92000.0,13373000.0,18.0,vehiculo,al_dia,bueno
1486,34.0,F,informal,arrendada,bajo,medio,664000.0,7743000.0,27.0,libre_inversion,sin_creditos_previos,malo
1487,48.0,M,formal_no_calificado,familiar,medio,medio,1502000.0,4168000.0,12.0,libre_inversion,al_dia,bueno
1488,56.0,M,informal,arrendada,bajo,medio,944000.0,6931354.0,30.0,libre_inversion,mora_severa,malo
1489,44.0,F,informal,familiar,medio,sin_cuenta,0.0,2622000.0,21.0,libre_inversion,al_dia,bueno
1490,34.0,M,informal,propia,medio,medio,668000.0,7312000.0,27.0,otros,al_dia,bueno
1491,35.0,F,informal,familiar,bajo,bajo,,10685000.0,45.0,libre_inversion,mora_leve,malo
1492,28.0,M,informal,familiar,medio,sin_cuenta,0.0,5381000.0,24.0,libre_inversion,mora_severa,malo
1493,28.0,M,informal,propia,medio,sin_cuenta,0.0,4686000.0,12.0,educacion,al_dia,bueno
1494,33.0,F,informal,propia,bajo,medio,849000.0,2421000.0,24.0,otros,al_dia,bueno
1495,32.0,F,formal_no_calificado,familiar,bajo,bajo,190000.0,8093000.0,24.0,remodelacion,mora_severa,malo
1496,25.0,M,formal_no_calificado,arrendada,bajo,medio,1085000.0,4648000.0,33.0,libre_inversion,al_dia,bueno
1497,48.0,F,informal,arrendada,medio,bajo,610000.0,6655000.0,24.0,vehiculo,sin_creditos_previos,bueno
1498,50.0,M,formal_no_calificado,arrendada,bajo,medio,734000.0,8635000.0,,libre_inversion,al_dia,bueno
1499,48.0,M,informal,familiar,medio,bajo,,3934000.0,33.0,libre_inversion,mora_leve,bueno
1500,51.0,F,alta_calificacion,arrendada,bajo,medio,340000.0,3262000.0,24.0,remodelacion,sin_creditos_previos,bueno
1501,62.0,F,,arrendada,muy_alto,sin_cuenta,0.0,8027000.0,21.0,educacion,al_dia,bueno
1502,29.0,M,formal_no_calificado,arrendada,medio,medio,844000.0,1563000.0,12.0,libre_inversion,al_dia,bueno
1503,61.0,F,informal,propia,bajo,bajo,253000.0,6352000.0,18.0,educacion,al_dia,bueno
1504,31.0,F,informal,familiar,alto,sin_cuenta,0.0,2032122.0,9.0,remodelacion,mora_severa,bueno
1505,40.0,F,formal_no_calificado,familiar,medio,sin_cuenta,0.0,1040000.0,21.0,electrodomesticos,al_dia,bueno
1506,24.0,F,formal_calificado,propia,bajo,bajo,151000.0,4962000.0,9.0,libre_inversion,mora_severa,bueno
1507,30.0,M,alta_calificacion,propia,bajo,sin_cuenta,0.0,4477000.0,24.0,otros,al_dia,bueno
1508,44.0,M,formal_no_calificado,propia,bajo,bajo,107000.0,2532000.0,12.0,libre_inversion,al_dia,bueno
1509,41.0,F,informal,propia,bajo,bajo,274000.0,2272000.0,27.0,libre_inversion,al_dia,bueno
1510,31.0,F,formal_calificado,familiar,bajo,alto,996000.0,4986000.0,24.0,libre_inversion,al_dia,bueno
1511,35.0,M,informal,arrendada,bajo,bajo,506000.0,3459000.0,18.0,remodelacion,sin_creditos_previos,bueno
1512,30.0,M,formal_no_calificado,arrendada,bajo,medio,588000.0,8684000.0,12.0,negocio,al_dia,bueno
1513,44.0,M,formal_calificado,propia,bajo,medio,,2909000.0,21.0,libre_inversion,sin_creditos_previos,bueno
1514,49.0,F,informal,propia,bajo,medio,388000.0,3160000.0,21.0,libre_inversion,mora_severa,bueno
1515,29.0,F,formal_no_calificado,arrendada,bajo,sin_cuenta,0.0,16517000.0,51.0,negocio,mora_severa,malo
1516,34.0,F,informal,propia,bajo,bajo,190000.0,2543000.0,18.0,remodelacion,al_dia,bueno
1517,25.0,M,informal,propia,bajo,sin_cuenta,0.0,1807000.0,30.0,otros,al_dia,bueno
1518,36.0,F,alta_calificacion,familiar,bajo,medio,821000.0,2581000.0,15.0,remodelacion,al_dia,bueno
1519,39.0,M,,arrendada,alto,sin_cuenta,0.0,4525000.0,12.0,educacion,al_dia,bueno
1520,37.0,M,informal,familiar,medio,bajo,108000.0,21279000.0,27.0,vehiculo,al_dia,bueno
1521,38.0,M,formal_no_calificado,propia,alto,alto,1473000.0,4188000.0,18.0,libre_inversion,mora_severa,bueno
1522,33.0,M,informal,propia,muy_alto,medio,791000.0,1742000.0,21.0,electrodomesticos,mora_severa,bueno
1523,33.0,F,informal,familiar,medio,sin_cuenta,0.0,3664000.0,,vehiculo,mora_severa,malo
1524,33.0,M,informal,familiar,medio,bajo,215000.0,8071000.0,15.0,vehiculo,mora_leve,bueno
1525,30.0,M,formal_no_calificado,arrendada,bajo,bajo,192000.0,1046000.0,18.0,electrodomesticos,mora_severa,bueno
1526,31.0,F,informal,arrendada,medio,medio,353000.0,1273000.0,12.0,libre_inversion,mora_severa,malo
1527,38.0,M,formal_calificado,propia,bajo,medio,325000.0,3024000.0,18.0,electrodomesticos,al_dia,bueno
1528,48.0,M,informal,arrendada,medio,sin_cuenta,0.0,9748000.0,9.0,vehiculo,al_dia,bueno
1529,28.0,M,alta_calificacion,propia,bajo,alto,3976000.0,,24.0,educacion,al_dia,bueno
1530,33.0,M,informal,propia,muy_alto,sin_cuenta,0.0,8593000.0,69.0,libre_inversion,al_dia,bueno
1531,26.0,M,informal,arrendada,bajo,sin_cuenta,0.0,5243000.0,18.0,electrodomesticos,al_dia,bueno
1532,30.0,F,alta_calificacion,propia,medio,sin_cuenta,0.0,6017000.0,,vehiculo,al_dia,bueno
1533,31.0,M,formal_calificado,propia,muy_alto,sin_cuenta,0.0,3484000.0,,libre_inversion,mora_severa,bueno
1534,36.0,M,informal,propia,alto,bajo,615000.0,6039000.0,12.0,vehiculo,al_dia,bueno
1535,35.0,F,informal,propia,bajo,sin_cuenta,0.0,10858000.0,45.0,vehiculo,al_dia,bueno
1536,34.0,M,formal_calificado,familiar,bajo,sin_cuenta,,33665000.0,12.0,educacion,mora_severa,bueno
1537,,F,informal,familiar,medio,sin_cuenta,0.0,4138000.0,33.0,libre_inversion,mora_severa,bueno
1538,28.0,M,informal,propia,bajo,alto,2217000.0,8891000.0,42.0,negocio,mora_severa,bueno
1539,36.0,F,formal_no_calificado,propia,bajo,medio,1690000.0,8989000.0,9.0,libre_inversion,mora_severa,bueno
1540,41.0,M,formal_calificado,familiar,medio,medio,959000.0,3552000.0,15.0,electrodomesticos,al_dia,bueno
1541,28.0,F,formal_no_calificado,propia,alto,medio,626000.0,1653000.0,12.0,remodelacion,al_dia,bueno
1542,24.0,F,formal_no_calificado,arrendada,bajo,medio,834000.0,11045000.0,27.0,libre_inversion,al_dia,bueno
1543,44.0,F,alta_calificacion,propia,bajo,sin_cuenta,0.0,4440000.0,15.0,libre_inversion,al_dia,bueno
1544,27.0,F,informal,arrendada,medio,alto,2002000.0,752000.0,12.0,libre_inversion,mora_severa,bueno
1545,30.0,M,formal_calificado,propia,medio,bajo,254000.0,5533000.0,21.0,vehiculo,mora_severa,bueno
1546,41.0,M,informal,arrendada,alto,bajo,93000.0,4657000.0,21.0,vehiculo,mora_severa,bueno
1547,28.0,F,formal_calificado,arrendada,medio,medio,462000.0,3454000.0,39.0,otros,al_dia,bueno
1548,43.0,F,formal_no_calificado,propia,bajo,sin_cuenta,0.0,4860000.0,39.0,libre_inversion,al_dia,bueno
1549,29.0,M,informal,arrendada,medio,sin_cuenta,0.0,8670000.0,15.0,negocio,al_dia,bueno
1550,28.0,F,formal_no_calificado,arrendada,,medio,543000.0,6280000.0,9.0,otros,al_dia,bueno
1551,26.0,F,formal_calificado,familiar,bajo,bajo,350000.0,8789000.0,27.0,libre_inversion,al_dia,bueno
1552,29.0,F,,arrendada,bajo,bajo,259000.0,10278000.0,18.0,educacion,al_dia,bueno
1553,39.0,F,informal,propia,medio,alto,2141000.0,4017000.0,39.0,otros,al_dia,bueno
1554,30.0,F,informal,arrendada,bajo,medio,604000.0,1570000.0,39.0,libre_inversion,sin_creditos_previos,bueno
1555,44.0,M,formal_no_calificado,propia,muy_alto,medio,1015000.0,767567.0,27.0,electrodomesticos,mora_severa,bueno
1556,34.0,F,formal_no_calificado,familiar,bajo,sin_cuenta,0.0,7002000.0,24.0,educacion,al_dia,bueno
1557,35.0,M,informal,familiar,bajo,medio,274000.0,4426000.0,24.0,educacion,al_dia,bueno
1558,27.0,M,informal,propia,muy_alto,medio,341000.0,14791000.0,24.0,negocio,mora_leve,malo
1559,46.0,F,formal_calificado,arrendada,bajo,medio,304000.0,9258000.0,24.0,vehiculo,al_dia,bueno
1560,41.0,F,informal,arrendada,bajo,sin_cuenta,0.0,1468000.0,18.0,libre_inversion,mora_severa,bueno
1561,41.0,M,informal,propia,bajo,bajo,285000.0,3096000.0,15.0,remodelacion,mora_severa,malo
1562,33.0,F,informal,arrendada,muy_alto,sin_cuenta,,,18.0,vehiculo,al_dia,bueno
1563,26.0,M,formal_no_calificado,arrendada,muy_alto,alto,4564000.0,3604000.0,51.0,remodelacion,al_dia,bueno
1564,35.0,M,alta_calificacion,arrendada,bajo,bajo,213000.0,13228000.0,6.0,vehiculo,al_dia,bueno
1565,39.0,F,formal_no_calificado,arrendada,,bajo,298000.0,5054000.0,15.0,vehiculo,mora_severa,bueno
1566,39.0,F,informal,arrendada,medio,sin_cuenta,0.0,5061000.0,18.0,negocio,sin_creditos_previos,malo
1567,,M,formal_calificado,arrendada,bajo,bajo,212000.0,2063000.0,27.0,remodelacion,mora_severa,bueno
1568,37.0,M,informal,arrendada,bajo,bajo,140000.0,13241000.0,15.0,remodelacion,mora_severa,malo
1569,29.0,F,alta_calificacion,arrendada,alto,medio,955000.0,4174000.0,42.0,otros,mora_severa,bueno
1570,29.0,M,informal,arrendada,bajo,bajo,176000.0,5609000.0,36.0,libre_inversion,mora_leve,malo
1571,26.0,F,formal_calificado,arrendada,bajo,sin_cuenta,0.0,3902000.0,42.0,remodelacion,al_dia,malo
1572,44.0,M,formal_calificado,propia,bajo,bajo,152000.0,5774000.0,24.0,vehiculo,al_dia,bueno
1573,55.0,F,formal_calificado,arrendada,medio,sin_cuenta,0.0,4136000.0,39.0,electrodomesticos,al_dia,bueno
1574,72.0,M,informal,arrendada,bajo,bajo,200000.0,5212000.0,15.0,educacion,al_dia,bueno
1575,36.0,M,formal_calificado,propia,bajo,bajo,171000.0,8597000.0,21.0,negocio,mora_severa,malo
1576,37.0,M,formal_calificado,propia,bajo,sin_cuenta,0.0,10450000.0,,vehiculo,al_dia,bueno
1577,33.0,F,informal,arrendada,muy_alto,sin_cuenta,0.0,9853000.0,27.0,negocio,mora_severa,malo
1578,,F,formal_no_calificado,propia,bajo,medio,565000.0,10039000.0,27.0,vehiculo,al_dia,bueno
1579,28.0,M,formal_no_calificado,arrendada,,bajo,135000.0,3349000.0,24.0,remodelacion,al_dia,bueno
1580,33.0,M,alta_calificacion,propia,bajo,sin_cuenta,0.0,5223228.0,18.0,negocio,al_dia,bueno
1581,28.0,M,formal_calificado,arrendada,bajo,bajo,146000.0,2727000.0,33.0,remodelacion,sin_creditos_previos,bueno
1582,32.0,F,informal,familiar,medio,bajo,162000.0,4374000.0,39.0,remodelacion,mora_severa,malo
1583,29.0,M,,familiar,bajo,sin_cuenta,0.0,11351000.0,51.0,negocio,al_dia,malo
1584,39.0,F,informal,familiar,medio,sin_cuenta,0.0,5350000.0,27.0,libre_inversion,al_dia,malo
1585,40.0,M,informal,familiar,bajo,bajo,56000.0,6353000.0,21.0,educacion,al_dia,bueno
1586,37.0,F,formal_calificado,propia,alto,medio,361000.0,10051000.0,18.0,remodelacion,al_dia,bueno
1587,29.0,F,formal_no_calificado,propia,alto,sin_cuenta,0.0,1522000.0,30.0,electrodomesticos,al_dia,bueno
1588,26.0,M,formal_calificado,propia,bajo,alto,2160000.0,1204000.0,15.0,otros,al_dia,bueno
1589,40.0,M,formal_no_calificado,propia,medio,bajo,301000.0,6436000.0,27.0,vehiculo,mora_severa,bueno
1590,34.0,F,informal,familiar,medio,medio,529000.0,,,libre_inversion,mora_leve,bueno
1591,24.0,M,formal_calificado,familiar,alto,alto,2252000.0,13840000.0,21.0,negocio,al_dia,bueno
1592,35.0,F,informal,arrendada,muy_alto,sin_cuenta,0.0,4144000.0,15.0,libre_inversion,mora_leve,bueno
1593,37.0,F,alta_calificacion,familiar,medio,bajo,201000.0,,18.0,educacion,mora_severa,malo
1594,25.0,M,alta_calificacion,arrendada,bajo,bajo,113000.0,7771000.0,27.0,negocio,mora_severa,malo
1595,39.0,F,formal_calificado,arrendada,bajo,sin_cuenta,0.0,9437000.0,33.0,educacion,al_dia,bueno
1596,,M,formal_calificado,propia,alto,medio,422000.0,2915000.0,18.0,remodelacion,mora_severa,bueno
1597,29.0,F,formal_no_calificado,familiar,alto,sin_cuenta,0.0,3821000.0,6.0,negocio,sin_creditos_previos,bueno
1598,25.0,M,formal_no_calificado,arrendada,bajo,medio,271000.0,2568000.0,9.0,electrodomesticos,sin_creditos_previos,malo
1599,28.0,M,formal_calificado,propia,,medio,1194000.0,6399000.0,,libre_inversion,mora_severa,bueno
1600,,M,informal,propia,bajo,medio,550000.0,8670000.0,39.0,educacion,al_dia,bueno
1601,45.0,M,formal_calificado,arrendada,bajo,bajo,232000.0,2694000.0,66.0,remodelacion,mora_severa,malo
1602,31.0,M,informal,familiar,bajo,medio,1210000.0,9927000.0,21.0,negocio,al_dia,bueno
1603,31.0,M,formal_calificado,arrendada,bajo,sin_cuenta,0.0,5945000.0,9.0,vehiculo,al_dia,bueno
1604,45.0,F,formal_no_calificado,familiar,medio,medio,269000.0,5086000.0,12.0,libre_inversion,mora_leve,bueno
1605,44.0,M,formal_calificado,arrendada,bajo,sin_cuenta,0.0,3183000.0,12.0,libre_inversion,al_dia,bueno
1606,30.0,M,formal_no_calificado,familiar,medio,sin_cuenta,0.0,11304000.0,39.0,vehiculo,al_dia,bueno
1607,37.0,M,formal_no_calificado,arrendada,medio,sin_cuenta,0.0,4367000.0,18.0,educacion,al_dia,bueno
1608,30.0,M,,arrendada,medio,sin_cuenta,,3846000.0,72.0,electrodomesticos,al_dia,bueno
1609,33.0,M,,familiar,bajo,sin_cuenta,0.0,2361000.0,12.0,libre_inversion,al_dia,bueno
1610,27.0,M,informal,familiar,,medio,788000.0,3226000.0,12.0,libre_inversion,mora_severa,bueno
1611,38.0,F,,propia,medio,bajo,120000.0,3276000.0,18.0,vehiculo,al_dia,bueno
1612,46.0,F,formal_no_calificado,familiar,medio,alto,2169000.0,2128000.0,18.0,electrodomesticos,sin_creditos_previos,bueno
1613,43.0,F,formal_no_calificado,arrendada,bajo,medio,270000.0,6282000.0,36.0,negocio,al_dia,bueno
1614,35.0,M,formal_no_calificado,propia,,medio,2292000.0,6389000.0,21.0,otros,al_dia,bueno
1615,23.0,F,informal,arrendada,muy_alto,alto,831000.0,4515000.0,30.0,electrodomesticos,mora_severa,bueno
1616,30.0,F,informal,arrendada,bajo,medio,231000.0,21705000.0,24.0,vehiculo,al_dia,bueno
1617,33.0,F,formal_calificado,arrendada,bajo,sin_cuenta,0.0,1645000.0,24.0,libre_inversion,al_dia,bueno
1618,26.0,M,formal_calificado,arrendada,muy_alto,sin_cuenta,0.0,2443000.0,21.0,electrodomesticos,mora_leve,bueno
1619,25.0,M,informal,propia,alto,bajo,120000.0,11342000.0,39.0,remodelacion,al_dia,bueno
1620,49.0,M,informal,propia,bajo,bajo,204000.0,9117116.0,33.0,vehiculo,mora_severa,bueno
1621,42.0,M,informal,arrendada,alto,medio,1604000.0,5712000.0,15.0,vehiculo,sin_creditos_previos,bueno
1622,39.0,F,formal_calificado,propia,bajo,bajo,384000.0,2549000.0,18.0,educacion,al_dia,bueno
1623,41.0,M,formal_calificado,arrendada,alto,medio,591000.0,6266692.0,15.0,remodelacion,mora_severa,bueno
1624,26.0,M,formal_no_calificado,arrendada,medio,bajo,193000.0,7949000.0,24.0,vehiculo,mora_severa,malo
1625,28.0,M,,propia,bajo,alto,,2511000.0,27.0,electrodomesticos,sin_creditos_previos,bueno
1626,36.0,M,formal_calificado,propia,muy_alto,sin_cuenta,0.0,4726000.0,18.0,electrodomesticos,al_dia,bueno
1627,37.0,M,informal,arrendada,alto,bajo,102000.0,13192000.0,18.0,libre_inversion,mora_severa,bueno
1628,25.0,M,informal,familiar,bajo,alto,1339000.0,3575000.0,15.0,negocio,al_dia,bueno
1629,35.0,F,informal,familiar,medio,bajo,132000.0,4939000.0,12.0,libre_inversion,mora_severa,bueno
1630,34.0,M,alta_calificacion,arrendada,medio,medio,540000.0,4157000.0,18.0,libre_inversion,al_dia,bueno
1631,44.0,F,formal_no_calificado,propia,bajo,bajo,271000.0,4022000.0,21.0,electrodomesticos,mora_severa,bueno
